[08/Jul/2024:00:01:16 +0000] - 304 304 - GET http localhost "/" [Client 172.20.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:14:15 +0000] - 500 500 - POST http localhost "/api/v1/password-recovery/daniaernest@aol.com" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/recover-password"
[08/Jul/2024:00:14:42 +0000] - 500 500 - POST http localhost "/api/v1/login/access-token" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:14:54 +0000] - 500 500 - POST http localhost "/api/v1/login/access-token" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:21:45 +0000] 400 - GET http localhost "/" [Client 172.23.0.1] [Length 654] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:21:45 +0000] 400 - GET http localhost "/favicon.ico" [Client 172.23.0.1] [Length 654] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:443/"
[08/Jul/2024:00:21:52 +0000] 200 - GET http localhost "/" [Client 172.23.0.1] [Length 568] [Gzip 1.86] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:29:36 +0000] - 200 200 - GET http localhost "/" [Client 172.24.0.1] [Length 322] [Gzip 1.54] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:29:36 +0000] - 304 304 - GET http localhost "/assets/index-ugp3iK-I.js" [Client 172.24.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[08/Jul/2024:00:29:36 +0000] - 304 304 - GET http localhost "/assets/images/fastapi-logo.svg" [Client 172.24.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:29:38 +0000] - 404 404 - GET http localhost "/login" [Client 172.24.0.1] [Length 188] [Gzip 3.14] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:29:45 +0000] - 304 304 - GET http localhost "/assets/images/favicon.png" [Client 172.24.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:32:24 +0000] 200 - GET http localhost "/" [Client 172.25.0.1] [Length 568] [Gzip 1.86] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:32:29 +0000] 404 - GET http localhost "/login" [Client 172.25.0.1] [Length 183] [Gzip 3.21] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:32:43 +0000] 404 - GET http localhost "/login" [Client 172.25.0.1] [Length 183] [Gzip 3.21] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:38:16 +0000] 304 - GET http localhost "/" [Client 172.28.0.1] [Length 0] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:38:19 +0000] 304 - GET http localhost "/" [Client 172.28.0.1] [Length 0] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:38:29 +0000] 404 - GET http localhost "/login" [Client 172.28.0.1] [Length 183] [Gzip 3.21] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
